customer_name,email,city,state,signup_date
Ankit Dubey_979,ankit.dubey_979@gmail.com,Chennai,TN,04-06-2023
Manish Goenka_980,manish.goenka_980@gmail.com,Mumbai,MH,21-08-2021
Rakesh Rastogi_981,rakesh.rastogi_981@gmail.com,Delhi,DL,16-11-2022
Rajat Kulkarni_982,rajat.kulkarni_982@gmail.com,Delhi,DL,01-10-2022
Rahul Deshpande_983,rahul.deshpande_983@gmail.com,Chennai,TN,06-12-2022
Rajat Bansal_984,rajat.bansal_984@gmail.com,Kolkata,WB,23-07-2021
Sunil Reddy_985,sunil.reddy_985@gmail.com,Kolkata,WB,20-01-2023
Varun Naik_986,varun.naik_986@gmail.com,Pune,MH,17-05-2022
Manoj _987,manoj._987@gmail.com,Pune,MH,21-01-2021
Mohit Sawant_988,mohit.sawant_988@gmail.com,Delhi,DL,13-07-2022
ayush Yadav_989,ayush.yadav_989@gmail.com,Delhi,DL,18-08-2021
Abhishek Mishra_990,abhishek.mishra_990@gmail.com,Bangalore,KA,30-07-2024
Aman Thakur_991,aman.thakur_991@gmail.com,Kolkata,WB,17-06-2023
Saurabh Naidu_992,saurabh.naidu_992@gmail.com,Delhi,DL,23-11-2022
Hemant Kumar_993,hemant.kumar_993@gmail.com,Delhi,DL,10-03-2023
Harish Shetty_994,harish.shetty_994@gmail.com,Kolkata,WB,11-04-2021
Aditya Gupta_995,aditya.gupta_995@gmail.com,Mumbai,MH,16-05-2022
Naveen Pandey_996,naveen.pandey_996@gmail.com,Hyderabad,TS,27-04-2022
Kunal Bhardwaj_997,kunal.bhardwaj_997@gmail.com,Bangalore,KA,12-06-2022
Deepak Chaudhary_998,deepak.chaudhary_998@gmail.com,Pune,MH,29-02-2024
Manish Tiwari_999,manish.tiwari_999@gmail.com,Chennai,TN,14-06-2022
Mohit Sawant_1000,mohit.sawant_1000@gmail.com,Chennai,TN,19-08-2022
